movie_key,title,directors,stars,genre,runtime,grade,synopsis,violence_per,violence,nudity,word,alcohol
tt0111161,Gone Baby Gone,Ben Affleck,Morgan Freeman Ed Harris Casey Affleck Michelle Monaghan,Crime/ Drama/ Mystery,114,18,Two Boston area detectives investigate a little girl's kidnapping/ which ultimately turns into a crisis both professionally and personally.,80.04%,3,3,3,smoking and drinking
tt7131622,The Gift,Joel Edgerton,Jason Bateman Rebecca Hall Joel Edgerton Allison Tolman,Drama/ Mystery/ Thriller,108,15,A young married couple's lives are thrown into a harrowing tailspin when an acquaintance from the husband's past brings mysterious gifts and a horrifying secret to light after more than 20 years.,79.05%,3,3,8,drinking
tt1070874,Marriage Story,Noah Baumbach,Adam Driver Scarlett Johansson Julia Greer Azhy Robertson,Comedy/ Drama/ Romance,137,15,Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together.,73.79%,3,3,1,smoking and drinking
tt0068646,Capharnaüm,Nadine Labaki,Zain Al Rafeea Yordanos Shiferaw Boluwatife Treasure Bankole Kawsar Al Haddad,Drama,126,15,While serving a five-year sentence for a violent crime/ a 12-year-old boy sues his parents for neglect.,77.09%,3,3,6,smoking and drinking
tt8579674,The Dead Don't Die,Jim Jarmusch,Bill Murray Adam Driver Tom Waits Chloë Sevigny,Comedy/ Fantasy/ Horror,104,15,The peaceful town of Centerville finds itself battling a zombie horde as the dead start rising from their graves.,76.74%,0,3,0,no alcohol or smoking
tt7395114,Dredd,Pete Travis,Karl Urban Olivia Thirlby Lena Headey Rachel Wood,Action/ Crime/ Sci-Fi,95,18,In a violent/ futuristic city where the police have the authority to act as judge/ jury and executioner/ a cop teams with a trainee to take down a gang that deals the reality-altering drug/ SLO-MO.,83.11%,3,3,7,drinking
tt12676326,We're the Millers,Rawson Marshall Thurber,Jason Sudeikis Jennifer Aniston Emma Roberts Ed Helms,Comedy/ Crime,110,18,A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.,76.64%,3,3,4,smoking and drinking
tt10195452,Kingsman: Secret Agent,Matthew Vaughn,Colin Firth Taron Egerton Samuel L. Jackson Michael Caine,Action/ Adventure/ Comedy,129,18,A spy organisation recruits a promising street kid into the agency's training program/ while a global threat emerges from a twisted tech genius.,81.01%,3,3,4,drinking
tt0083929,The French Dispatch,,,Comedy/ Drama/ Romance,103,R,Director:Wes Anderson|     Stars:Timothée Chalamet/ Saoirse Ronan/ Elisabeth Moss/ Léa Seydoux,53.69%,0,0,0,no alcohol or smoking
tt10362466,Spy,Paul Feig,Melissa McCarthy Rose Byrne Jude Law Jason Statham,Action/ Comedy,120,15,A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer/ and prevent diabolical global disaster.,78.66%,1,3,0,smoking and drinking
tt7286456,John Wick: Chapter 2,Chad Stahelski,Keanu Reeves Riccardo Scamarcio Ian McShane Ruby Rose,Action/ Crime/ Thriller,122,18,After returning to the criminal underworld to repay a debt/ John Wick discovers that a large bounty has been put on his life.,80.31%,3,3,3,drinking
tt8829830,The Nice Guys,Shane Black,Russell Crowe Ryan Gosling Angourie Rice Matt Bomer,Action/ Comedy/ Crime,116,18,In 1970s Los Angeles/ a mismatched pair of private eyes investigate a missing girl and the mysterious death of a porn star.,82.36%,3,3,5,smoking and drinking
tt0099685,Supernova,Harry Macqueen,Colin Firth Stanley Tucci Pippa Haywood Peter MacQueen,Drama/ Romance,93,R,Sam and Tusker are traveling across England in their old RV to visit friends/ family and places from their past. Since Tusker was diagnosed with dementia two years ago/ their time together is the most important thing they have.,53.69%,0,0,0,no alcohol or smoking
tt9784798,The Ballad of Buster Scruggs,Ethan Coen Joel Coen,Tim Blake Nelson Willie Watson Clancy Brown Danny McCarthy,Comedy/ Drama/ Musical,133,18,Six tales of life and violence in the Old West/ following a singing gunslinger/ a bank robber/ a traveling impresario/ an elderly prospector/ a wagon train/ and a perverse pair of bounty hunters.,77.38%,3,3,3,drinking
tt0361748,Erin Brockovich,Steven Soderbergh,Julia Roberts Albert Finney David Brisbin Dawn Didawick,Biography/ Drama,131,15,An unemployed single mother becomes a legal assistant and almost single-handedly brings down a California power company accused of polluting a city's water supply.,73.60%,0,1,3,smoking and drinking
tt0110912,The Thing,John Carpenter,Kurt Russell Wilford Brimley Keith David Richard Masur,Horror/ Mystery/ Sci-Fi,109,(Banned),A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,81.07%,3,3,3,smoking and drinking
tt6394270,Sin City,Frank Miller Quentin Tarantino Robert Rodriguez,Mickey Rourke Clive Owen Bruce Willis Jessica Alba,Crime/ Thriller,124,18,A movie that explores the dark and miserable town/ Basin City/ tells the story of three different people/ all caught up in violent corruption.,81.94%,3,3,8,smoking and drinking
tt1675434,Vice,Adam McKay,Christian Bale Amy Adams Steve Carell Sam Rockwell,Biography/ Comedy/ Drama,132,15,The story of Dick Cheney/ an unassuming bureaucratic Washington insider/ who quietly wielded immense power as Vice President to George W. Bush/ reshaping the country and the globe in ways that we still feel today.,79.84%,3,3,3,smoking and drinking
tt10618286,The Hobbit: The Battle of the Five Armies,Peter Jackson,Ian McKellen Martin Freeman Richard Armitage Cate Blanchett,Adventure/ Fantasy,144,12,Bilbo and company are forced to engage in a war against an array of combatants and keep the Lonely Mountain from falling into the hands of a rising darkness.,81.34%,3,1,1,smoking
tt0407887,Lady Bird,Greta Gerwig,Saoirse Ronan Laurie Metcalf Tracy Letts Lucas Hedges,Comedy/ Drama,94,15,In 2002/ an artistically inclined seventeen-year-old girl comes of age in Sacramento/ California.,76.35%,3,3,3,smoking and drinking
tt9484998,Land of the Lost,Brad Silberling,Will Ferrell Danny McBride Anna Friel Jorma Taccone,Action/ Adventure/ Comedy,102,All,A space-time vortex sucks scientist Rick Marshall/ his assistant Holly and a survivalist Will into a world populated by dinosaurs and painfully slow creatures called Sleestaks.,77.58%,1,3,5,smoking and drinking
tt10514222,Alien: Covenant,Ridley Scott,Michael Fassbender Katherine Waterston Billy Crudup Danny McBride,Horror/ Sci-Fi/ Thriller,122,15,The crew of a colony ship/ bound for a remote planet/ discover an uncharted paradise with a threat beyond their imagination/ and must attempt a harrowing escape.,80.55%,3,3,4,smoking
tt8046498,Bird Box,Susanne Bier,Sandra Bullock Trevante Rhodes John Malkovich Sarah Paulson,Horror/ Sci-Fi,124,15,Five years after an ominous unseen presence drives most of society to suicide/ a mother and her two children make a desperate bid to reach safety.,78.55%,3,3,5,drinking
tt8784956,Spotlight,Tom McCarthy,Mark Ruffalo Michael Keaton Rachel McAdams Liev Schreiber,Biography/ Crime/ Drama,129,15,The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese/ shaking the entire Catholic Church to its core.,73.71%,3,3,5,drinking
tt1856101,Escape from New York,John Carpenter,Kurt Russell Lee Van Cleef Ernest Borgnine Donald Pleasence,Action/ Adventure/ Sci-Fi,99,18,In 1997/ when the U.S. president crashes into Manhattan/ now a giant maximum security prison/ a convicted bank robber is sent in to rescue him.,80.90%,3,3,8,smoking and drinking
tt8772262,Captain Fantastic,Matt Ross,Viggo Mortensen George MacKay Samantha Isler Annalise Basso,Comedy/ Drama,118,15,In the forests of the Pacific Northwest/ a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world/ challenging his idea of what it means to be a parent.,79.90%,3,3,3,smoking and drinking
tt0133093,Trainspotting,Danny Boyle,Ewan McGregor Ewen Bremner Jonny Lee Miller Kevin McKidd,Drama,93,18,Renton/ deeply immersed in the Edinburgh drug scene/ tries to clean up and get out/ despite the allure of the drugs and influence of friends.,78.29%,3,3,2,smoking and drinking
tt2312718,Dreamland,Miles Joris-Peyrafitte,Finn Cole Margot Robbie Travis Fimmel Kerry Condon,Drama/ Thriller,98,R,A teenager's adventures as a bounty hunter take an unexpected twist.,77.07%,3,3,0,no alcohol or smoking
tt1568346,Bridesmaids,Paul Feig,Kristen Wiig Maya Rudolph Rose Byrne Terry Crews,Comedy/ Romance,125,18,Competition between the maid of honor and a bridesmaid/ over who is the bride's best friend/ threatens to upend the life of an out-of-work pastry chef.,78.66%,0,0,1,drinking
tt1706620,The Girl on the Train,Tate Taylor,Emily Blunt Haley Bennett Rebecca Ferguson Justin Theroux,Crime/ Drama/ Mystery,112,18,A divorcee becomes entangled in a missing persons investigation that promises to send shockwaves throughout her life.,81.26%,1,3,1,drinking
tt9738716,Tombstone,George P. Cosmatos Kevin Jarre,Kurt Russell Val Kilmer Sam Elliott Bill Paxton,Action/ Biography/ Drama,130,12,A successful lawman's plans to retire anonymously in Tombstone/ Arizona are disrupted by the kind of outlaws he was famous for eliminating.,81.63%,3,3,0,smoking and drinking
tt10451914,The Favourite,Yorgos Lanthimos,Olivia Colman Emma Stone Rachel Weisz Nicholas Hoult,Biography/ Comedy/ Drama,119,15,In early 18th century England/ a frail Queen Anne occupies the throne and her close friend/ Lady Sarah/ governs the country in her stead. When a new servant/ Abigail/ arrives/ her charm endears her to Sarah.,79.67%,3,3,3,drinking
tt9620292,Black Swan,Darren Aronofsky,Natalie Portman Mila Kunis Vincent Cassel Winona Ryder,Drama/ Thriller,108,18,"A committed dancer struggles to maintain her sanity after winning the lead role in a production of Tchaikovsky's ""Swan Lake"".",77.81%,3,3,4,smoking and drinking
tt9130508,True Romance,Tony Scott,Christian Slater Patricia Arquette Dennis Hopper Val Kilmer,Crime/ Drama/ Romance,119,18,In Detroit/ a lonely pop culture geek marries a call girl/ steals cocaine from her pimp/ and tries to sell it in Hollywood. Meanwhile/ the owners of the cocaine/ the Mob/ track them down in an attempt to reclaim it.,77.79%,3,3,8,smoking
tt10612922,The Killing of a Sacred Deer,Yorgos Lanthimos,Barry G. Bernson Herb Caillouet Bill Camp Raffey Cassidy,Drama/ Horror/ Mystery,121,18,Steven/ a charismatic surgeon/ is forced to make an unthinkable sacrifice after his life starts to fall apart/ when the behavior of a teenage boy he has taken under his wing turns sinister.,79.32%,3,3,0,smoking and drinking
tt11161474,Casino,Martin Scorsese,Robert De Niro Sharon Stone Joe Pesci James Woods,Crime/ Drama,178,18,A tale of greed/ deception/ money/ power/ and murder occur between two best friends: a mafia enforcer and a casino executive compete against each other over a gambling empire/ and over a fast-living and fast-loving socialite.,82.33%,3,3,8,smoking and drinking
tt13061914,Shaun of the Dead,Edgar Wright,Simon Pegg Nick Frost Kate Ashfield Lucy Davis,Comedy/ Horror,99,18,A man's uneventful life is disrupted by the zombie apocalypse.,81.19%,3,3,3,smoking and drinking
tt6571548,The Matrix Reloaded,Lana Wachowski Lilly Wachowski,Keanu Reeves Laurence Fishburne Carrie-Anne Moss Hugo Weaving,Action/ Sci-Fi,138,15,Freedom fighters Neo/ Trinity and Morpheus continue to lead the revolt against the Machine Army/ unleashing their arsenal of extraordinary skills and weaponry against the systematic forces of repression and exploitation.,81.37%,3,3,4,smoking and drinking
tt9016974,Atonement,Joe Wright,Keira Knightley James McAvoy Brenda Blethyn Saoirse Ronan,Drama/ Mystery/ Romance,123,15,Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.,80.93%,3,0,0,smoking and drinking
tt9686708,Antebellum,Gerard Bush Christopher Renz,Janelle Monáe Eric Lange Jena Malone Jack Huston,Drama/ Horror/ Mystery,105,R,Successful author Veronica Henley finds herself trapped in a horrifying reality and must uncover the mind-bending mystery before it's too late.,73.44%,3,3,0,no alcohol or smoking
tt9794630,Kingsman: The Golden Circle,Matthew Vaughn,Taron Egerton Colin Firth Mark Strong Channing Tatum,Action/ Adventure/ Comedy,141,18,After the Kingsman's headquarters are destroyed and the world is held hostage/ an allied spy organisation in the United States is discovered. These two elite secret organisations must band together to defeat a common enemy.,80.57%,3,0,0,drinking
tt10016180,Fatman,Eshom Nelms Ian Nelms,Mel Gibson Walton Goggins Marianne Jean-Baptiste Chance Hurstfield,Action/ Comedy/ Fantasy,100,R,A rowdy/ unorthodox Santa Claus is fighting to save his declining business. Meanwhile/ Billy/ a neglected and precocious 12 year old/ hires a hit man to kill Santa after receiving a lump of coal in his stocking.,76.77%,3,3,1,smoking and drinking
tt9770150,Hostiles,Scott Cooper,Scott Shepherd Rosamund Pike Ava Cooper Stella Cooper,Drama/ Western,134,15,In 1892/ a legendary Army Captain reluctantly agrees to escort a Cheyenne chief and his family through dangerous territory.,80.08%,3,0,4,smoking
tt9608818,Lost in Translation,Sofia Coppola,Bill Murray Scarlett Johansson Giovanni Ribisi Anna Faris,Comedy/ Drama,102,15,A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.,70.91%,3,3,0,smoking and drinking
tt9893250,Yes God Yes,Karen Maine,Natalia Dyer Timothy Simons Wolfgang Novogratz Francesca Reale,Comedy/ Drama,78,R,After an innocent AOL chat turns racy/ a Catholic teenager in the early 00s discovers masturbating and struggles to suppress her new urges in the face of eternal damnation.,53.69%,0,0,0,no alcohol or smoking
tt5363618,Starship Troopers,Paul Verhoeven,Casper Van Dien Denise Richards Dina Meyer Jake Busey,Action/ Adventure/ Sci-Fi,129,18,Humans in a fascist/ militaristic future wage war with giant alien bugs.,81.03%,3,3,0,drinking
tt8367814,The Pianist,Roman Polanski,Adrien Brody Thomas Kretschmann Frank Finlay Emilia Fox,Biography/ Drama/ Music,150,12,A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.,81.23%,3,3,0,smoking and drinking
tt6751668,Mother!,Darren Aronofsky,Jennifer Lawrence Javier Bardem Ed Harris Michelle Pfeiffer,Drama/ Horror/ Mystery,121,18,A couple's relationship is tested when uninvited guests arrive at their home/ disrupting their tranquil existence.,80.42%,3,3,0,smoking and drinking
tt0993846,Phantom Thread,Paul Thomas Anderson,Vicky Krieps Daniel Day-Lewis Lesley Manville Julie Vollono,Drama/ Romance,130,15,Set in 1950s London/ Reynolds Woodcock is a renowned dressmaker whose fastidious life is disrupted by a young/ strong-willed woman/ Alma/ who becomes his muse and lover.,70.90%,0,3,0,drinking
tt9691136,Silver Linings Playbook,David O. Russell,Bradley Cooper Jennifer Lawrence Robert De Niro Jacki Weaver,Comedy/ Drama/ Romance,122,18,After a stint in a mental institution/ former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany/ a mysterious girl with problems of her own.,80.10%,3,3,6,drinking
tt0111161,Gangs of New York,Martin Scorsese,Leonardo DiCaprio Cameron Diaz Daniel Day-Lewis Jim Broadbent,Crime/ Drama,167,18,In 1862/ Amsterdam Vallon returns to the Five Points area of New York City seeking revenge against Bill the Butcher/ his father's killer.,80.26%,3,3,5,smoking and drinking
tt7131622,Training Day,Antoine Fuqua,Denzel Washington Ethan Hawke Scott Glenn Tom Berenger,Crime/ Drama/ Thriller,122,18,A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.,80.25%,1,3,3,smoking and drinking
tt1070874,The Blues Brothers,John Landis,John Belushi Dan Aykroyd Cab Calloway John Candy,Action/ Adventure/ Comedy,133,12,Jake Blues/ just released from prison/ puts together his old band to save the Catholic home where he and his brother Elwood were raised.,72.57%,3,3,2,smoking and drinking
tt0068646,Spontaneous,Brian Duffield,Katherine Langford Charlie Plummer Yvonne Orji Hayley Law,Comedy/ Fantasy/ Sci-Fi,101,R,Get ready for the outrageous coming-of-age love story about growing up...and blowing up. When students in their school begin exploding (literally)/ seniors Mara and Dylan struggle to survive in a world where each moment may be their last.,75.35%,3,3,0,smoking and drinking
tt8579674,L.A. Confidential,Curtis Hanson,Kevin Spacey Russell Crowe Guy Pearce Kim Basinger,Crime/ Drama/ Mystery,138,18,As corruption grows in 1950s Los Angeles/ three policemen - one strait-laced/ one brutal/ and one sleazy - investigate a series of murders with their own brand of justice.,82.09%,3,3,6,smoking and drinking
tt7395114,The Untouchables,Brian De Palma,Kevin Costner Sean Connery Robert De Niro Charles Martin Smith,Crime/ Drama/ Thriller,119,18,During the era of Prohibition in the United States/ Federal Agent Eliot Ness sets out to stop ruthless Chicago gangster Al Capone and/ because of rampant corruption/ assembles a small/ hand-picked team to help him.,79.61%,1,3,4,smoking and drinking
tt12676326,Wrong Turn,Rob Schmidt,Eliza Dushku Jeremy Sisto Emmanuelle Chriqui Desmond Harrington,Horror/ Thriller,84,18,Chris and a group of five friends are left stranded deep in the middle of the woods after their cars collide. As they venture deeper into the woods/ they face an uncertain and bloodcurdling fate.,80.07%,1,3,0,smoking
tt10195452,Forgetting Sarah Marshall,Nicholas Stoller,Kristen Bell Jason Segel Paul Rudd Mila Kunis,Comedy/ Drama/ Romance,111,18,Devastated Peter takes a Hawaiian vacation in order to deal with the recent break-up with his TV star girlfriend/ Sarah. Little does he know/ Sarah's traveling to the same resort as her ex - and she's bringing along her new boyfriend.,78.72%,3,3,4,drinking
tt0083929,Pretty Woman,Garry Marshall,Richard Gere Julia Roberts Jason Alexander Laura San Giacomo,Comedy/ Romance,119,18,A man in a legal but hurtful business needs an escort for some social events/ and hires a beautiful prostitute he meets... only to fall in love.,76.42%,1,3,3,smoking and drinking
tt10362466,Psycho,Alfred Hitchcock,Anthony Perkins Janet Leigh Vera Miles John Gavin,Horror/ Mystery/ Thriller,109,18,A Phoenix secretary embezzles $40/000 from her employer's client/ goes on the run/ and checks into a remote motel run by a young man under the domination of his mother.,79.21%,3,1,0,smoking and drinking
tt7286456,Pan's Labyrinth,Guillermo del Toro,Ivana Baquero Ariadna Gil Sergi López Maribel Verdú,Drama/ Fantasy/ War,118,15,In the Falangist Spain of 1944/ the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.,79.56%,3,3,8,smoking and drinking
tt8829830,Caligola,Tinto Brass,Malcolm McDowell Peter O'Toole Helen Mirren Teresa Ann Savoy,Drama/ History,156,None,Details the graphic and shocking but undeniably tragic story of Rome's most infamous Caesar/ Gaius Germanicus Caligula.,78.83%,1,3,0,drinking
tt0099685,Save Yourselves!,Alex Huston Fischer Eleanor Wilson,Sunita Mani John Reynolds Ben Sinclair John Early,Comedy/ Sci-Fi,93,R,A young Brooklyn couple heads to an upstate cabin to unplug from their phones and reconnect with each other. Blissfully unaware of their surroundings/ they are left to their own devices as the planet falls under attack.,69.36%,0,3,0,smoking and drinking
tt9784798,The Taking of Pelham One Two Three,Joseph Sargent,Walter Matthau Robert Shaw Martin Balsam Hector Elizondo,Action/ Crime/ Thriller,104,None,In New York/ armed men hijack a subway car and demand a ransom for the passengers. Even if it's paid/ how could they get away?,79.70%,1,0,7,no alcohol or smoking
tt0361748,Suspiria,Luca Guadagnino,Chloë Grace Moretz Tilda Swinton Doris Hick Malgorzata Bela,Fantasy/ Horror/ Mystery,152,18,A darkness swirls at the center of a world-renowned dance company/ one that will engulf the artistic director/ an ambitious young dancer/ and a grieving psychotherapist. Some will succumb to the nightmare. Others will finally wake up.,80.45%,1,3,0,smoking and drinking
tt0110912,The Lodge,Severin Fiala Veronika Franz,Riley Keough Jaeden Martell Lia McHugh Richard Armitage,Drama/ Horror/ Thriller,108,18,A soon-to-be stepmom is snowed in with her fiancé's two children at a remote holiday village. Just as relations begin to thaw between the trio/ some strange and frightening events take place.,73.51%,1,3,0,drinking
tt6394270,Jiu Jitsu,Dimitri Logothetis,Alain Moussi Nicolas Cage Raymond Pinharry Mary Makariou,Action/ Comedy/ Fantasy,102,R,Every six years/ an ancient order of jiu-jitsu fighters joins forces to battle a vicious race of alien invaders. But when a celebrated war hero goes down in defeat/ the fate of the planet and mankind hangs in the balance.,78.38%,1,1,1,drinking
tt1675434,21 Jump Street,Phil Lord Christopher Miller,Jonah Hill Channing Tatum Ice Cube Brie Larson,Action/ Comedy/ Crime,109,18,A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.,80.88%,3,3,8,smoking and drinking
tt10618286,Barbarian Queen,Héctor Olivera,Lana Clarkson Katt Shea Frank Zagarino Dawn Dunlap,Adventure/ Fantasy,74,None,The sword-wielding warrior/ Amethea/ embarks on a life-or-death mission to liberate her sister from the clutches of an evil monarch. However/ only torture and death await her. Can a man alone break the will of the valiant Barbarian Queen?,71.24%,1,3,0,no alcohol or smoking
tt0407887,American Gangster,Ridley Scott,Denzel Washington Russell Crowe Chiwetel Ejiofor Josh Brolin,Biography/ Crime/ Drama,157,18,An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas/ whose real life inspired this partly biographical film.,82.21%,3,3,1,smoking and drinking
tt9484998,Legend,Brian Helgeland,Tom Hardy Emily Browning Taron Egerton Paul Anderson,Biography/ Crime/ Drama,132,18,Identical twin gangsters Ronald and Reginald Kray terrorize London during the 1960s.,79.17%,3,0,0,smoking and drinking
tt10514222,The Kid Detective,Evan Morgan,Kaitlyn Chalmers-Rizzato Adam Brody Kaleb Horn Wendy Crewson,Comedy/ Drama/ Mystery,100,R,A once-celebrated kid detective/ now 32/ continues to solve the same trivial mysteries between hangovers and bouts of self-pity. Until a naive client brings him his first 'adult' case/ to find out who brutally murdered her boyfriend.,74.31%,0,3,0,drinking
tt8046498,The Town,Ben Affleck,Ben Affleck Rebecca Hall Jon Hamm Jeremy Renner,Crime/ Drama/ Thriller,125,18,A longtime thief/ planning his next job/ tries to balance his feelings for a bank manager connected to an earlier heist/ and a hell-bent F.B.I Agent looking to bring him and his crew down.,81.45%,1,3,8,drinking
tt8784956,On the Rocks,Sofia Coppola,Bill Murray Rashida Jones Marlon Wayans Jessica Henwick,Comedy/ Drama/ Romance,96,R,A young mother reconnects with her larger-than-life playboy father on an adventure through New York.,53.69%,0,1,2,no alcohol or smoking
tt1856101,Manchester by the Sea,Kenneth Lonergan,Casey Affleck Michelle Williams Kyle Chandler Lucas Hedges,Drama,137,15,A depressed uncle is asked to take care of his teenage nephew after the boy's father dies.,79.32%,3,3,5,drinking
tt8772262,Zombieland: Double Tap,Ruben Fleischer,Woody Harrelson Jesse Eisenberg Emma Stone Abigail Breslin,Action/ Adventure/ Comedy,99,15,Columbus/ Tallahassee/ Wichita/ and Little Rock move to the American heartland as they face off against evolved zombies/ fellow survivors/ and the growing pains of the snarky makeshift family.,79.37%,3,3,4,smoking
tt0133093,The Blue Lagoon,Randal Kleiser,Brooke Shields Christopher Atkins Leo McKern William Daniels,Adventure/ Drama/ Romance,104,12,In the Victorian period/ two children are shipwrecked on a tropical island in the South Pacific. With no adults to guide them/ the two make a simple life together/ unaware that sexual maturity will eventually intervene.,76.68%,1,3,0,drinking
tt2312718,The Deer Hunter,Michael Cimino,Robert De Niro Christopher Walken John Cazale John Savage,Drama/ War,183,18,An in-depth examination of the ways in which the U.S. Vietnam War impacts and disrupts the lives of people in a small industrial town in Pennsylvania.,74.22%,3,3,7,smoking and drinking
tt1568346,National Lampoon's Vacation,Harold Ramis,Chevy Chase Beverly D'Angelo Imogene Coca Randy Quaid,Adventure/ Comedy,98,None,The Griswold family's cross-country drive to the Walley World theme park proves to be much more arduous than they ever anticipated.,74.39%,0,3,7,drinking
tt1706620,American Sniper,Clint Eastwood,Bradley Cooper Sienna Miller Kyle Gallner Cole Konis,Action/ Biography/ Drama,133,18,Navy S.E.A.L. sniper Chris Kyle's pinpoint accuracy saves countless lives on the battlefield and turns him into a legend. Back home with his family after four tours of duty/ however/ Chris finds that it is the war he can't leave behind.,80.64%,3,3,6,drinking
tt9738716,Lock Stock and Two Smoking Barrels,Guy Ritchie,Jason Flemyng Dexter Fletcher Nick Moran Jason Statham,Action/ Comedy/ Crime,107,18,A botched card game in London triggers four friends/ thugs/ weed-growers/ hard gangsters/ loan sharks and debt collectors to collide with each other in a series of unexpected events/ all for the sake of weed/ cash and two antique shotguns.,82.61%,3,3,2,smoking and drinking
tt10451914,Ready or Not,Matt Bettinelli-Olpin Tyler Gillett,Samara Weaving Adam Brody Mark O'Brien Henry Czerny,Comedy/ Horror/ Mystery,95,18,A bride's wedding night takes a sinister turn when her eccentric new in-laws force her to take part in a terrifying game.,79.23%,1,3,3,smoking and drinking
tt9620292,The Conjuring,James Wan,Patrick Wilson Vera Farmiga Ron Livingston Lili Taylor,Horror/ Mystery/ Thriller,112,15,Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse.,79.54%,1,1,3,drinking
tt9130508,Naegen neomu ajjilhan geunyeo,Luke Greenfield,Emile Hirsch Nicholas Downs Elisha Cuthbert Timothy Olyphant,Comedy/ Drama/ Romance,109,18,A teenager's dreams come true when a former porn star moves in next door and they fall in love.,77.13%,1,3,1,smoking and drinking
tt10612922,Hunter Killer,Donovan Marsh,Gerard Butler Gary Oldman Common Linda Cardellini,Action/ Thriller,121,15,An untested American submarine captain teams with U.S. Navy Seals to rescue the Russian president/ who has been kidnapped by a rogue general.,74.36%,3,3,1,no alcohol or smoking
tt11161474,The Death of Stalin,Armando Iannucci,Steve Buscemi Simon Russell Beale Jeffrey Tambor Andrea Riseborough,Comedy/ Drama/ History,107,15,Moscow/ 1953. After being in power for nearly thirty years/ Soviet dictator Joseph Vissarionovich Stalin (Adrian McLoughlin) takes ill and quickly dies. Now the members of the Council of Ministers scramble for power.,78.36%,3,3,6,smoking and drinking
tt13061914,Resistance,Jonathan Jakubowicz,Jesse Eisenberg Clémence Poésy Matthias Schweighöfer Félix Moati,Biography/ Drama/ History,120,R,The story of mime Marcel Marceau as he works with a group of Jewish boy scouts and the French Resistance to save the lives of ten thousand orphans during World War II.,77.01%,0,3,0,smoking
tt6571548,Moonlight,Barry Jenkins,Mahershala Ali Naomie Harris Trevante Rhodes Alex R. Hibbert,Drama,111,15,A young African-American man grapples with his identity and sexuality while experiencing the everyday struggles of childhood/ adolescence/ and burgeoning adulthood.,77.32%,3,0,2,smoking and drinking
tt9016974,Face/Off,John Woo,John Travolta Nicolas Cage Joan Allen Alessandro Nivola,Action/ Crime/ Sci-Fi,138,18,In order to foil a terrorist plot/ an FBI agent undergoes facial transplant surgery and assumes the identity of a criminal mastermind/ who murdered his only son. The plan turns sour when the criminal wakes up prematurely and seeks revenge.,81.44%,3,3,4,smoking and drinking
tt9686708,The Devil's Advocate,Taylor Hackford,Keanu Reeves Al Pacino Charlize Theron Jeffrey Jones,Drama/ Mystery/ Thriller,144,18,An exceptionally adept Florida lawyer is offered a job at a high-end New York City law firm with a high-end boss - the biggest opportunity of his career to date.,80.41%,3,3,1,smoking and drinking
tt9794630,Triple Frontier,J.C. Chandor,Ben Affleck Oscar Isaac Charlie Hunnam Garrett Hedlund,Action/ Adventure/ Crime,125,18,Loyalties are tested when five friends and former special forces operatives reunite to take down a South American drug lord/ unleashing a chain of unintended consequences.,78.95%,3,3,2,drinking
tt10016180,Case 39,Christian Alvart,Renée Zellweger Ian McShane Jodelle Ferland Bradley Cooper,Horror/ Mystery/ Thriller,109,18,A social worker fights to save a girl from her abusive parents/ only to discover that the situation is more dangerous than she ever expected.,80.75%,3,3,3,drinking
tt9770150,Argo,Ben Affleck,Ben Affleck Bryan Cranston John Goodman Alan Arkin,Biography/ Drama/ Thriller,120,15,Acting under the cover of a Hollywood producer scouting a location for a science fiction film/ a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.,78.15%,3,3,6,smoking and drinking
tt9608818,Malèna,Giuseppe Tornatore,Monica Bellucci Giuseppe Sulfaro Luciano Federico Matilde Piana,Comedy/ Drama/ Romance,108,18,Amidst the war climate/ a teenage boy discovering himself becomes love-stricken by Malèna/ a sensual woman living in a small/ narrow-minded Italian town.,75.11%,3,3,0,no alcohol or smoking
tt9893250,Dracula,Francis Ford Coppola,Gary Oldman Winona Ryder Anthony Hopkins Keanu Reeves,Horror,128,15,The centuries old vampire Count Dracula comes to England to seduce his barrister Jonathan Harker's fiancée Mina Murray and inflict havoc in the foreign land.,81.95%,3,3,3,smoking and drinking
